propagator type,test type,domain group,test id,timeout,runtime,requested solutions,solutions,propagations,nodes,failures,peak depth
AdvModulo,B,11,49,False,0.002,4,4,24,11,0,7
Linear,B,11,49,False,0.006,4,4,12,11,0,7
Modulo,B,11,49,False,0.004,4,4,24,11,0,7
AdvModulo,B,11,4,False,4.878,4,4,593337,323787,161887,17
Linear,B,11,4,False,2.203,4,4,334129,323787,161887,17
Modulo,B,11,4,False,4.326,4,4,593337,323787,161887,17
AdvModulo,B,11,50,False,0.002,4,4,24,11,0,7
Linear,B,11,50,False,0.003,4,4,12,11,0,7
Modulo,B,11,50,False,0.004,4,4,24,11,0,7
AdvModulo,B,11,5,False,0.003,4,4,29,16,0,9
Linear,B,11,5,False,0.003,4,4,16,16,0,9
Modulo,B,11,5,False,0.003,4,4,29,16,0,9
AdvModulo,B,11,6,False,0.0,4,0,0,0,1,0
Linear,B,11,6,False,0.001,4,0,0,0,1,0
Modulo,B,11,6,False,0.001,4,0,0,0,1,0
AdvModulo,B,11,7,False,0.004,4,4,30,17,4,3
Linear,B,11,7,False,0.003,4,4,56,55,23,6
Modulo,B,11,7,False,0.005,4,4,30,17,4,3
AdvModulo,B,11,8,False,0.002,4,3,18,11,3,1
Linear,B,11,8,False,0.003,4,3,11,11,3,1
Modulo,B,11,8,False,0.002,4,3,18,11,3,1
AdvModulo,B,11,9,False,0.009,4,4,33,14,0,10
Linear,B,11,9,False,0.004,4,4,15,14,0,10
Modulo,B,11,9,False,0.003,4,4,33,14,0,10
AdvModulo,B,12,0,False,0.001,4,0,0,0,1,0
Linear,B,12,0,False,0.0,4,0,0,0,1,0
Modulo,B,12,0,False,0.0,4,0,0,0,1,0
AdvModulo,B,12,10,False,0.009,4,4,114,66,27,11
Linear,B,12,10,False,0.004,4,4,67,66,27,11
Modulo,B,12,10,False,0.003,4,4,114,66,27,11
AdvModulo,B,12,11,True,10.001,4,0,916097,899061,449528,13
Linear,B,12,11,False,0.102,4,4,2156,2154,1071,13
Modulo,B,12,11,True,10.001,4,0,1030303,1010887,505441,13
AdvModulo,B,12,12,True,13.972,4,0,268,251,124,12
Linear,B,12,12,False,5.062,4,4,247209,247206,123597,13
Modulo,B,12,12,True,12.799,4,0,268,251,124,12
AdvModulo,B,12,13,True,10.005,4,0,805419,784566,392281,13
Linear,B,12,13,False,0.258,4,4,12176,12174,6081,13
Modulo,B,12,13,True,10.001,4,0,868296,845744,422870,13
AdvModulo,B,12,14,True,10.001,4,0,795451,787591,393794,10
Linear,B,12,14,False,0.03,4,4,791,790,389,11
Modulo,B,12,14,True,10.001,4,0,895022,886186,443092,10
AdvModulo,B,12,15,False,0.093,4,4,7493,3950,1969,14
Linear,B,12,15,False,0.046,4,4,3965,3950,1969,14
Modulo,B,12,15,False,0.068,4,4,7493,3950,1969,14
AdvModulo,B,12,16,False,1.518,4,0,54989,54435,27218,17
Linear,B,12,16,False,0.82,4,4,11316,11314,5651,13
Modulo,B,12,16,False,1.392,4,0,54989,54435,27218,17
AdvModulo,B,12,17,False,0.698,4,4,75721,47066,23527,13
Linear,B,12,17,False,0.386,4,4,47124,47066,23527,13
Modulo,B,12,17,False,0.575,4,4,75721,47066,23527,13
AdvModulo,B,12,18,False,3.397,4,4,245144,242720,121355,17
Linear,B,12,18,False,0.163,4,4,4952,4950,2469,13
Modulo,B,12,18,False,2.772,4,4,245144,242720,121355,17
AdvModulo,B,12,19,True,18.604,4,0,32243,31751,15875,10
Linear,B,12,19,False,0.023,4,4,1324,1322,655,13
Modulo,B,12,19,True,15.379,4,0,32243,31751,15875,10
AdvModulo,B,12,1,False,0.001,4,0,0,0,1,0
Linear,B,12,1,False,0.0,4,0,0,0,1,0
Modulo,B,12,1,False,0.001,4,0,0,0,1,0
AdvModulo,B,12,20,True,18.085,4,0,3938,3894,1946,18
Linear,B,12,20,True,10.001,4,0,212784,212782,106389,13
Modulo,B,12,20,True,14.962,4,0,3938,3894,1946,18
AdvModulo,B,12,21,True,10.003,4,0,761158,746519,373258,13
Linear,B,12,21,False,0.104,4,4,2564,2562,1275,13
Modulo,B,12,21,True,10.001,4,0,857060,840267,420132,13
AdvModulo,B,12,22,False,0.014,4,0,802,801,401,1
Linear,B,12,22,False,0.052,4,4,3750,3748,1868,13
Modulo,B,12,22,False,0.011,4,0,802,801,401,1
AdvModulo,B,12,23,False,2.779,4,4,242340,239927,119958,11
Linear,B,12,23,False,0.016,4,4,1744,1742,865,13
Modulo,B,12,23,False,2.443,4,4,242340,239927,119958,11
AdvModulo,B,12,24,False,0.022,4,4,1028,668,328,13
Linear,B,12,24,False,0.013,4,4,670,668,328,13
Modulo,B,12,24,False,0.018,4,4,1028,668,328,13
AdvModulo,B,12,25,False,1.468,4,4,180415,107628,53808,13
Linear,B,12,25,False,0.751,4,4,107947,107628,53808,13
Modulo,B,12,25,False,1.24,4,4,180415,107628,53808,13
AdvModulo,B,12,26,True,10.009,4,0,933544,911989,455992,13
Linear,B,12,26,False,0.059,4,4,1542,1540,764,13
Modulo,B,12,26,True,10.001,4,0,1098958,1073378,536687,13
AdvModulo,B,12,27,False,0.048,4,0,3226,3201,1601,9
Linear,B,12,27,False,0.198,4,4,15564,15562,7775,13
Modulo,B,12,27,False,0.038,4,0,3226,3201,1601,9
AdvModulo,B,12,28,True,10.002,4,0,803459,792411,396204,18
Linear,B,12,28,False,4.919,4,4,171109,171106,85547,13
Modulo,B,12,28,True,10.001,4,0,971819,958653,479325,18
AdvModulo,B,12,29,False,0.036,4,4,2486,2278,1133,16
Linear,B,12,29,False,0.042,4,4,2940,2938,1463,14
Modulo,B,12,29,False,0.033,4,4,2486,2278,1133,16
AdvModulo,B,12,2,False,0.002,4,4,22,10,0,6
Linear,B,12,2,False,0.002,4,4,11,10,0,6
Modulo,B,12,2,False,0.004,4,4,22,10,0,6
AdvModulo,B,12,30,True,10.002,4,0,910424,901425,450711,13
Linear,B,12,30,False,0.085,4,4,3718,3716,1852,13
Modulo,B,12,30,True,10.001,4,0,1003862,993937,496967,13
AdvModulo,B,12,31,False,0.004,4,4,26,12,0,8
Linear,B,12,31,False,0.006,4,4,13,12,0,8
Modulo,B,12,31,False,0.003,4,4,26,12,0,8
AdvModulo,B,12,33,True,10.003,4,0,1825180,395093,197545,10
Linear,B,12,33,True,10.001,4,0,1965879,573384,286691,10
Modulo,B,12,33,True,10.001,4,0,2096726,454578,227288,10
AdvModulo,B,12,35,False,0.005,4,4,203,44,17,10
Linear,B,12,35,False,0.006,4,4,150,44,17,10
Modulo,B,12,35,False,0.01,4,4,203,44,17,10
AdvModulo,B,12,37,True,10.001,4,0,4346536,387657,193827,10
Linear,B,12,37,True,10.001,4,0,6026447,612879,306438,10
Modulo,B,12,37,True,10.001,4,0,4988680,447092,223545,10
AdvModulo,B,12,38,False,0.003,4,4,24,11,0,7
Linear,B,12,38,False,0.003,4,4,12,11,0,7
Modulo,B,12,38,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,39,False,0.004,4,4,24,11,0,7
Linear,B,12,39,False,0.002,4,4,12,11,0,7
Modulo,B,12,39,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,3,False,0.004,4,4,13,8,0,1
Linear,B,12,3,False,0.004,4,4,8,8,0,1
Modulo,B,12,3,False,0.003,4,4,13,8,0,1
AdvModulo,B,12,40,False,0.003,4,4,24,11,0,7
Linear,B,12,40,False,0.016,4,4,12,11,0,7
Modulo,B,12,40,False,0.004,4,4,24,11,0,7
AdvModulo,B,12,41,False,0.005,4,4,24,11,0,7
Linear,B,12,41,False,0.002,4,4,12,11,0,7
Modulo,B,12,41,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,42,False,0.003,4,4,24,11,0,7
Linear,B,12,42,False,0.002,4,4,12,11,0,7
Modulo,B,12,42,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,43,False,0.003,4,4,24,11,0,7
Linear,B,12,43,False,0.003,4,4,12,11,0,7
Modulo,B,12,43,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,44,False,0.006,4,4,24,11,0,7
Linear,B,12,44,False,0.003,4,4,12,11,0,7
Modulo,B,12,44,False,0.004,4,4,24,11,0,7
AdvModulo,B,12,45,False,0.003,4,4,24,11,0,7
Linear,B,12,45,False,0.005,4,4,12,11,0,7
Modulo,B,12,45,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,46,False,0.003,4,4,24,11,0,7
Linear,B,12,46,False,0.003,4,4,12,11,0,7
Modulo,B,12,46,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,47,False,0.003,4,4,24,11,0,7
Linear,B,12,47,False,0.005,4,4,12,11,0,7
Modulo,B,12,47,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,48,False,0.002,4,4,29,13,1,8
Linear,B,12,48,False,0.003,4,4,15,13,1,8
Modulo,B,12,48,False,0.003,4,4,29,13,1,8
AdvModulo,B,12,49,False,0.004,4,4,24,11,0,7
Linear,B,12,49,False,0.003,4,4,12,11,0,7
Modulo,B,12,49,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,4,False,4.973,4,4,593337,323787,161887,17
Linear,B,12,4,False,2.295,4,4,334129,323787,161887,17
Modulo,B,12,4,False,4.336,4,4,593337,323787,161887,17
AdvModulo,B,12,50,False,0.003,4,4,24,11,0,7
Linear,B,12,50,False,0.003,4,4,12,11,0,7
Modulo,B,12,50,False,0.003,4,4,24,11,0,7
AdvModulo,B,12,5,False,0.01,4,4,29,16,0,9
Linear,B,12,5,False,0.006,4,4,16,16,0,9
Modulo,B,12,5,False,0.003,4,4,29,16,0,9
AdvModulo,B,12,6,False,0.002,4,0,0,0,1,0
Linear,B,12,6,False,0.001,4,0,0,0,1,0
Modulo,B,12,6,False,0.001,4,0,0,0,1,0
AdvModulo,B,12,7,False,0.003,4,4,30,17,4,3
Linear,B,12,7,False,0.01,4,4,56,55,23,6
Modulo,B,12,7,False,0.003,4,4,30,17,4,3
AdvModulo,B,12,8,False,0.003,4,3,18,11,3,1
Linear,B,12,8,False,0.002,4,3,11,11,3,1
Modulo,B,12,8,False,0.003,4,3,18,11,3,1
AdvModulo,B,12,9,False,0.008,4,4,33,14,0,10
Linear,B,12,9,False,0.005,4,4,15,14,0,10
Modulo,B,12,9,False,0.004,4,4,33,14,0,10
AdvModulo,B,13,0,False,0.001,4,0,0,0,1,0
Linear,B,13,0,False,0.003,4,0,0,0,1,0
Modulo,B,13,0,False,0.0,4,0,0,0,1,0
AdvModulo,B,13,10,False,0.003,4,4,114,66,27,11
Linear,B,13,10,False,0.007,4,4,67,66,27,11
Modulo,B,13,10,False,0.005,4,4,114,66,27,11
AdvModulo,B,13,11,True,10.001,4,0,947849,939213,469604,13
Linear,B,13,11,False,0.066,4,4,643,642,315,11
Modulo,B,13,11,True,10.001,4,0,1023281,1013965,506980,13
AdvModulo,B,13,12,True,13.842,4,0,269,251,124,12
Linear,B,13,12,True,10.003,4,0,300864,300862,150429,13
Modulo,B,13,12,True,13.137,4,0,269,251,124,12
AdvModulo,B,13,13,True,10.001,4,0,827916,816706,408351,13
Linear,B,13,13,False,0.69,4,4,24110,24108,12048,13
Modulo,B,13,13,True,10.001,4,0,901180,888831,444414,13
AdvModulo,B,13,14,True,10.001,4,0,803308,799312,399655,10
Linear,B,13,14,False,0.043,4,4,643,642,315,11
Modulo,B,13,14,True,10.001,4,1,966403,961611,480803,19
AdvModulo,B,13,15,False,0.078,4,4,7493,3950,1969,14
Linear,B,13,15,False,0.042,4,4,3965,3950,1969,14
Modulo,B,13,15,False,0.066,4,4,7493,3950,1969,14
AdvModulo,B,13,16,False,6.715,4,0,247073,245749,122875,17
Linear,B,13,16,False,2.766,4,4,19538,19536,9762,13
Modulo,B,13,16,False,5.464,4,0,247073,245749,122875,17
AdvModulo,B,13,17,False,0.627,4,4,75721,47066,23527,13
Linear,B,13,17,False,0.418,4,4,47124,47066,23527,13
Modulo,B,13,17,False,0.512,4,4,75721,47066,23527,13
AdvModulo,B,13,18,True,10.001,4,0,796120,792156,396077,17
Linear,B,13,18,False,0.027,4,4,548,546,267,11
Modulo,B,13,18,True,10.001,4,0,996870,991924,495961,17
AdvModulo,B,13,19,True,19.648,4,0,113461,112625,56312,10
Linear,B,13,19,False,0.022,4,4,881,880,434,11
Modulo,B,13,19,True,16.672,4,0,113461,112625,56312,10
AdvModulo,B,13,1,False,0.001,4,0,0,0,1,0
Linear,B,13,1,False,0.007,4,0,0,0,1,0
Modulo,B,13,1,False,0.0,4,0,0,0,1,0
AdvModulo,B,13,20,True,18.29,4,0,5502,5466,2732,18
Linear,B,13,20,True,10.004,4,0,122854,122852,61424,13
Modulo,B,13,20,True,15.208,4,0,5502,5466,2732,18
AdvModulo,B,13,21,True,10.003,4,0,749682,741778,370887,13
Linear,B,13,21,False,0.125,4,4,1674,1672,830,13
Modulo,B,13,21,True,10.001,4,0,848099,839288,419642,13
AdvModulo,B,13,22,False,0.481,4,0,31122,30947,15474,9
Linear,B,13,22,False,0.042,4,4,3750,3748,1868,13
Modulo,B,13,22,False,0.39,4,0,31122,30947,15474,9
AdvModulo,B,13,23,False,5.348,4,4,481540,479127,239558,11
Linear,B,13,23,False,0.011,4,4,805,804,396,11
Modulo,B,13,23,False,4.894,4,4,481540,479127,239558,11
AdvModulo,B,13,24,False,0.011,4,4,609,396,192,11
Linear,B,13,24,False,0.012,4,4,397,396,192,11
Modulo,B,13,24,False,0.011,4,4,609,396,192,11
AdvModulo,B,13,25,False,1.451,4,4,180415,107628,53808,13
Linear,B,13,25,False,0.759,4,4,107947,107628,53808,13
Modulo,B,13,25,False,1.293,4,4,180415,107628,53808,13
AdvModulo,B,13,26,True,10.001,4,0,883292,873000,436498,13
Linear,B,13,26,False,0.05,4,4,649,648,318,11
Modulo,B,13,26,True,10.001,4,0,937871,926827,463411,13
AdvModulo,B,13,27,False,0.269,4,0,20898,20801,10401,9
Linear,B,13,27,False,0.175,4,4,15564,15562,7775,13
Modulo,B,13,27,False,0.232,4,0,20898,20801,10401,9
AdvModulo,B,13,28,True,10.005,4,0,915448,909569,454783,18
Linear,B,13,28,True,10.001,4,0,191620,191618,95807,13
Modulo,B,13,28,True,10.001,4,0,1031262,1024639,512318,18
AdvModulo,B,13,29,False,0.032,4,4,2486,2278,1133,16
Linear,B,13,29,False,0.03,4,4,2940,2938,1463,14
Modulo,B,13,29,False,0.03,4,4,2486,2278,1133,16
AdvModulo,B,13,2,False,0.003,4,4,22,10,0,6
Linear,B,13,2,False,0.003,4,4,11,10,0,6
Modulo,B,13,2,False,0.004,4,4,22,10,0,6
AdvModulo,B,13,30,True,10.001,4,0,885202,880788,440392,11
Linear,B,13,30,False,0.083,4,4,2458,2456,1222,13
Modulo,B,13,30,True,10.001,4,0,1020009,1014922,507459,11
AdvModulo,B,13,31,False,0.005,4,4,26,12,0,8
Linear,B,13,31,False,0.005,4,4,13,12,0,8
Modulo,B,13,31,False,0.005,4,4,26,12,0,8
AdvModulo,B,13,33,True,10.001,4,0,1807300,403823,201910,10
Linear,B,13,33,True,10.003,4,0,2051159,625783,312890,10
Modulo,B,13,33,True,10.001,4,0,2075645,464516,232257,10
AdvModulo,B,13,35,False,0.003,4,4,203,44,17,10
Linear,B,13,35,False,0.003,4,4,150,44,17,10
Modulo,B,13,35,False,0.007,4,4,203,44,17,10
AdvModulo,B,13,37,True,10.001,4,0,4442364,396989,198493,10
Linear,B,13,37,True,10.001,4,0,5882628,598029,299013,10
Modulo,B,13,37,True,10.001,4,0,5046494,452428,226213,10
AdvModulo,B,13,38,False,0.003,4,4,24,11,0,7
Linear,B,13,38,False,0.003,4,4,12,11,0,7
Modulo,B,13,38,False,0.006,4,4,24,11,0,7
AdvModulo,B,13,39,False,0.003,4,4,24,11,0,7
Linear,B,13,39,False,0.006,4,4,12,11,0,7
Modulo,B,13,39,False,0.004,4,4,24,11,0,7
AdvModulo,B,13,3,False,0.003,4,4,13,8,0,1
Linear,B,13,3,False,0.003,4,4,8,8,0,1
Modulo,B,13,3,False,0.002,4,4,13,8,0,1
AdvModulo,B,13,40,False,0.003,4,4,24,11,0,7
Linear,B,13,40,False,0.003,4,4,12,11,0,7
Modulo,B,13,40,False,0.008,4,4,24,11,0,7
AdvModulo,B,13,41,False,0.006,4,4,24,11,0,7
Linear,B,13,41,False,0.005,4,4,12,11,0,7
Modulo,B,13,41,False,0.004,4,4,24,11,0,7
AdvModulo,B,13,42,False,0.009,4,4,24,11,0,7
Linear,B,13,42,False,0.003,4,4,12,11,0,7
Modulo,B,13,42,False,0.004,4,4,24,11,0,7
AdvModulo,B,13,43,False,0.002,4,4,24,11,0,7
Linear,B,13,43,False,0.014,4,4,12,11,0,7
Modulo,B,13,43,False,0.004,4,4,24,11,0,7
AdvModulo,B,13,44,False,0.004,4,4,24,11,0,7
Linear,B,13,44,False,0.004,4,4,12,11,0,7
Modulo,B,13,44,False,0.003,4,4,24,11,0,7
AdvModulo,B,13,45,False,0.003,4,4,24,11,0,7
Linear,B,13,45,False,0.002,4,4,12,11,0,7
Modulo,B,13,45,False,0.003,4,4,24,11,0,7
AdvModulo,B,13,46,False,0.006,4,4,24,11,0,7
Linear,B,13,46,False,0.003,4,4,12,11,0,7
Modulo,B,13,46,False,0.005,4,4,24,11,0,7
AdvModulo,B,13,47,False,0.003,4,4,24,11,0,7
Linear,B,13,47,False,0.004,4,4,12,11,0,7
Modulo,B,13,47,False,0.004,4,4,24,11,0,7
AdvModulo,B,13,48,False,0.003,4,4,29,13,1,8
Linear,B,13,48,False,0.003,4,4,15,13,1,8
Modulo,B,13,48,False,0.004,4,4,29,13,1,8
AdvModulo,B,13,49,False,0.006,4,4,24,11,0,7
Linear,B,13,49,False,0.007,4,4,12,11,0,7
Modulo,B,13,49,False,0.007,4,4,24,11,0,7
AdvModulo,B,13,4,False,5.598,4,4,593337,323787,161887,17
Linear,B,13,4,False,2.314,4,4,334129,323787,161887,17
Modulo,B,13,4,False,4.406,4,4,593337,323787,161887,17
AdvModulo,B,13,50,False,0.003,4,4,24,11,0,7
Linear,B,13,50,False,0.005,4,4,12,11,0,7
Modulo,B,13,50,False,0.011,4,4,24,11,0,7
AdvModulo,B,13,5,False,0.006,4,4,29,16,0,9
Linear,B,13,5,False,0.003,4,4,16,16,0,9
Modulo,B,13,5,False,0.005,4,4,29,16,0,9
AdvModulo,B,13,6,False,0.001,4,0,0,0,1,0
Linear,B,13,6,False,0.0,4,0,0,0,1,0
Modulo,B,13,6,False,0.0,4,0,0,0,1,0
AdvModulo,B,13,7,False,0.003,4,4,30,17,4,3
Linear,B,13,7,False,0.007,4,4,56,55,23,6
Modulo,B,13,7,False,0.005,4,4,30,17,4,3
AdvModulo,B,13,8,False,0.002,4,3,18,11,3,1
Linear,B,13,8,False,0.002,4,3,11,11,3,1
Modulo,B,13,8,False,0.006,4,3,18,11,3,1
AdvModulo,B,13,9,False,0.008,4,4,33,14,0,10
Linear,B,13,9,False,0.003,4,4,15,14,0,10
Modulo,B,13,9,False,0.005,4,4,33,14,0,10
AdvModulo,B,14,0,False,0.0,4,0,0,0,1,0
Linear,B,14,0,False,0.002,4,0,0,0,1,0
Modulo,B,14,0,False,0.003,4,0,0,0,1,0
AdvModulo,B,14,10,False,0.003,4,4,114,66,27,11
Linear,B,14,10,False,0.003,4,4,67,66,27,11
Modulo,B,14,10,False,0.004,4,4,114,66,27,11
AdvModulo,B,14,11,True,10.016,4,0,926850,923370,461683,13
Linear,B,14,11,False,0.081,4,4,225,224,106,11
Modulo,B,14,11,True,10.001,4,0,1003488,999688,499842,13
AdvModulo,B,14,12,True,14.053,4,0,272,251,124,12
Linear,B,14,12,True,10.001,4,0,167891,167889,83942,13
Modulo,B,14,12,True,12.344,4,0,272,251,124,12
AdvModulo,B,14,13,True,10.001,4,0,807412,802241,401119,11
Linear,B,14,13,False,2.798,4,4,48035,48032,24010,13
Modulo,B,14,13,True,10.001,4,0,978433,972072,486034,11
AdvModulo,B,14,14,True,10.005,4,0,742216,740356,370177,10
Linear,B,14,14,False,0.043,4,4,347,346,167,11
Modulo,B,14,14,True,10.001,4,0,963892,961480,480739,10
AdvModulo,B,14,15,False,0.08,4,4,7493,3950,1969,14
Linear,B,14,15,False,0.048,4,4,3965,3950,1969,14
Modulo,B,14,15,False,0.06,4,4,7493,3950,1969,14
AdvModulo,B,14,16,True,10.001,4,0,391162,390089,195044,17
Linear,B,14,16,False,8.096,4,4,32118,32116,16052,13
Modulo,B,14,16,True,10.003,4,0,479631,478309,239153,17
AdvModulo,B,14,17,False,0.628,4,4,75721,47066,23527,13
Linear,B,14,17,False,0.365,4,4,47124,47066,23527,13
Modulo,B,14,17,False,0.518,4,4,75721,47066,23527,13
AdvModulo,B,14,18,True,10.001,4,0,826643,824571,412284,17
Linear,B,14,18,False,0.006,4,4,37,36,12,11
Modulo,B,14,18,True,10.001,4,0,1023236,1020670,510334,17
AdvModulo,B,14,19,True,23.925,4,0,421117,419593,209796,10
Linear,B,14,19,False,0.022,4,4,469,468,228,11
Modulo,B,14,19,True,19.923,4,0,421117,419593,209796,10
AdvModulo,B,14,1,False,0.001,4,0,0,0,1,0
Linear,B,14,1,False,0.0,4,0,0,0,1,0
Modulo,B,14,1,False,0.005,4,0,0,0,1,0
AdvModulo,B,14,20,True,17.977,4,0,19750,19690,9844,18
Linear,B,14,20,True,10.001,4,0,66268,66266,33131,13
Modulo,B,14,20,True,15.39,4,0,19750,19690,9844,18
AdvModulo,B,14,21,True,10.002,4,0,720733,715274,357635,11
Linear,B,14,21,False,0.417,4,4,3060,3058,1523,13
Modulo,B,14,21,True,10.001,4,0,855338,848891,424444,11
AdvModulo,B,14,22,False,2.95,4,0,211037,210429,105215,9
Linear,B,14,22,False,0.039,4,4,3750,3748,1868,13
Modulo,B,14,22,False,2.582,4,0,211037,210429,105215,9
AdvModulo,B,14,23,True,10.001,4,2,909360,907079,453536,11
Linear,B,14,23,False,0.01,4,4,481,480,234,11
Modulo,B,14,23,False,9.138,4,4,959940,957527,478758,11
AdvModulo,B,14,24,False,0.01,4,4,339,216,102,11
Linear,B,14,24,False,0.007,4,4,217,216,102,11
Modulo,B,14,24,False,0.01,4,4,339,216,102,11
AdvModulo,B,14,25,False,1.4,4,4,180415,107628,53808,13
Linear,B,14,25,False,0.734,4,4,107947,107628,53808,13
Modulo,B,14,25,False,1.204,4,4,180415,107628,53808,13
AdvModulo,B,14,26,True,10.001,4,0,920078,915334,457665,13
Linear,B,14,26,False,0.065,4,4,267,266,127,11
Modulo,B,14,26,True,10.001,4,0,1035162,1029746,514871,13
AdvModulo,B,14,27,False,1.942,4,0,153978,153601,76801,9
Linear,B,14,27,False,0.213,4,4,15564,15562,7775,13
Modulo,B,14,27,False,1.564,4,0,153978,153601,76801,9
AdvModulo,B,14,28,True,10.002,4,0,919736,916730,458363,18
Linear,B,14,28,True,10.001,4,0,116294,116292,58144,13
Modulo,B,14,28,True,10.002,4,0,1106516,1102926,551461,18
AdvModulo,B,14,29,False,0.034,4,4,2486,2278,1133,16
Linear,B,14,29,False,0.026,4,4,2940,2938,1463,14
Modulo,B,14,29,False,0.033,4,4,2486,2278,1133,16
AdvModulo,B,14,2,False,0.006,4,4,22,10,0,6
Linear,B,14,2,False,0.015,4,4,11,10,0,6
Modulo,B,14,2,False,0.006,4,4,22,10,0,6
AdvModulo,B,14,30,True,10.001,4,0,904951,902681,451339,11
Linear,B,14,30,False,0.072,4,4,1693,1692,840,11
Modulo,B,14,30,True,10.001,4,0,1062993,1060321,530159,11
AdvModulo,B,14,31,False,0.006,4,4,26,12,0,8
Linear,B,14,31,False,0.003,4,4,13,12,0,8
Modulo,B,14,31,False,0.004,4,4,26,12,0,8
AdvModulo,B,14,33,True,10.001,4,0,1804698,403132,201565,10
Linear,B,14,33,True,10.001,4,0,1976722,604706,302352,10
Modulo,B,14,33,True,10.001,4,0,2133437,476622,238310,10
AdvModulo,B,14,35,False,0.005,4,4,203,44,17,10
Linear,B,14,35,False,0.003,4,4,150,44,17,10
Modulo,B,14,35,False,0.004,4,4,203,44,17,10
AdvModulo,B,14,37,True,10.001,4,0,4239034,377339,188668,10
Linear,B,14,37,True,10.001,4,0,6142365,625398,312698,10
Modulo,B,14,37,True,10.001,4,0,5299512,476373,238185,10
AdvModulo,B,14,38,False,0.011,4,4,24,11,0,7
Linear,B,14,38,False,0.004,4,4,12,11,0,7
Modulo,B,14,38,False,0.004,4,4,24,11,0,7
AdvModulo,B,14,39,False,0.005,4,4,24,11,0,7
Linear,B,14,39,False,0.002,4,4,12,11,0,7
Modulo,B,14,39,False,0.005,4,4,24,11,0,7
AdvModulo,B,14,3,False,0.004,4,4,13,8,0,1
Linear,B,14,3,False,0.002,4,4,8,8,0,1
Modulo,B,14,3,False,0.002,4,4,13,8,0,1
AdvModulo,B,14,40,False,0.004,4,4,24,11,0,7
Linear,B,14,40,False,0.006,4,4,12,11,0,7
Modulo,B,14,40,False,0.007,4,4,24,11,0,7
AdvModulo,B,14,41,False,0.003,4,4,24,11,0,7
Linear,B,14,41,False,0.004,4,4,12,11,0,7
Modulo,B,14,41,False,0.008,4,4,24,11,0,7
AdvModulo,B,14,42,False,0.003,4,4,24,11,0,7
Linear,B,14,42,False,0.004,4,4,12,11,0,7
Modulo,B,14,42,False,0.003,4,4,24,11,0,7
AdvModulo,B,14,43,False,0.003,4,4,24,11,0,7
Linear,B,14,43,False,0.006,4,4,12,11,0,7
Modulo,B,14,43,False,0.004,4,4,24,11,0,7
AdvModulo,B,14,44,False,0.004,4,4,24,11,0,7
Linear,B,14,44,False,0.003,4,4,12,11,0,7
Modulo,B,14,44,False,0.004,4,4,24,11,0,7
AdvModulo,B,14,45,False,0.005,4,4,24,11,0,7
Linear,B,14,45,False,0.004,4,4,12,11,0,7
Modulo,B,14,45,False,0.003,4,4,24,11,0,7
AdvModulo,B,14,46,False,0.003,4,4,24,11,0,7
Linear,B,14,46,False,0.006,4,4,12,11,0,7
Modulo,B,14,46,False,0.003,4,4,24,11,0,7
AdvModulo,B,14,47,False,0.008,4,4,24,11,0,7
Linear,B,14,47,False,0.011,4,4,12,11,0,7
Modulo,B,14,47,False,0.003,4,4,24,11,0,7
AdvModulo,B,14,48,False,0.004,4,4,29,13,1,8
Linear,B,14,48,False,0.009,4,4,15,13,1,8
Modulo,B,14,48,False,0.003,4,4,29,13,1,8
AdvModulo,B,14,49,False,0.003,4,4,24,11,0,7
Linear,B,14,49,False,0.009,4,4,12,11,0,7
Modulo,B,14,49,False,0.004,4,4,24,11,0,7
AdvModulo,B,14,4,False,5.712,4,4,593337,323787,161887,17
Linear,B,14,4,False,2.203,4,4,334129,323787,161887,17
Modulo,B,14,4,False,4.422,4,4,593337,323787,161887,17
AdvModulo,B,14,50,False,0.003,4,4,24,11,0,7
Linear,B,14,50,False,0.002,4,4,12,11,0,7
Modulo,B,14,50,False,0.006,4,4,24,11,0,7
AdvModulo,B,14,5,False,0.006,4,4,29,16,0,9
Linear,B,14,5,False,0.004,4,4,16,16,0,9
Modulo,B,14,5,False,0.006,4,4,29,16,0,9
AdvModulo,B,14,6,False,0.0,4,0,0,0,1,0
Linear,B,14,6,False,0.0,4,0,0,0,1,0
Modulo,B,14,6,False,0.002,4,0,0,0,1,0
AdvModulo,B,14,7,False,0.003,4,4,30,17,4,3
Linear,B,14,7,False,0.004,4,4,56,55,23,6
Modulo,B,14,7,False,0.009,4,4,30,17,4,3
AdvModulo,B,14,8,False,0.004,4,3,18,11,3,1
Linear,B,14,8,False,0.003,4,3,11,11,3,1
Modulo,B,14,8,False,0.004,4,3,18,11,3,1
AdvModulo,B,14,9,False,0.003,4,4,33,14,0,10
Linear,B,14,9,False,0.006,4,4,15,14,0,10
Modulo,B,14,9,False,0.004,4,4,33,14,0,10
